SMILES,SMR_VSA,SlogP_VSA,PEOE_VSA
CC(C)N1C[C@H](NC(=O)[C@@H]2CN3CCN2C[C@H]3C)CC1=O,9.589074368143644 0.0 20.016517796557764 0.0 51.359396538589735 32.72378202956288 0.0 0.0 0.0 11.814359458703011,5.316788604006331 83.40523399740917 9.589074368143644 0.0 27.19203322199788 0.0 0.0 0.0 0.0 0.0,10.216698334856808 19.388893829844598 0.0 0.0 0.0 0.0 20.771211599071872 51.2282853107848 6.041840829147961 6.041840829147961 0.0 11.814359458703011 0.0 0.0
CN(C)C(=O)c1cc(Cl)nc(-n2cc3c(n2)CC[C@H](N)C3)n1,4.794537184071822 0.0 24.648351516191116 5.733667477162185 25.30430569792599 14.09534396535438 34.367627938361395 0.0 5.948339280986494 17.508119619584022,5.733667477162185 50.692716040044964 12.841643245852019 0.0 28.16666628839175 12.263210640074686 5.153109816892792 5.948339280986494 0.0 0.0,10.633577208012664 4.794537184071822 9.665781456092393 10.082660329248245 0.0 11.600939890232516 24.825916360475023 32.40039543457703 5.693927994848461 10.847037811741252 0.0 0.0 11.855519010338 0.0
CC(=O)NCc1nnc2n1CCN(Cc1ccc(C#N)s1)C2,4.794537184071822 5.261891554738487 24.98116159925024 0.0 33.102762823340925 6.544756405912575 33.53583752032567 0.0 6.069221312792274 17.243965607286242,5.316788604006331 32.116309130507986 30.973562807722125 11.33111286753076 28.326840583093073 12.13273413692322 0.0 0.0 0.0 0.0,9.883888251797686 9.694446914922299 0.0 5.261891554738487 21.534149494536813 0.0 12.13273413692322 31.43515361112965 13.08951281182515 16.7707730044935 5.824404497999927 5.907179729351506 0.0 0.0
CCc1cc(C(=O)N(CCC#N)Cc2cccnc2)[nH]n1,4.794537184071822 5.261891554738487 20.08125186839976 0.0 26.31013685145522 6.544756405912575 47.54409583000489 0.0 6.069221312792274 5.907179729351506,0.0 32.53318800366384 12.965578028838586 11.33111286753076 35.09040348808237 30.592788348610984 0.0 0.0 0.0 0.0,4.899909730850478 14.877197513320068 0.0 10.360573363039524 0.0 12.990104268152233 24.117007251546223 25.4831999550513 18.183970930566744 5.693927994848461 0.0 0.0 5.907179729351506 0.0
C=CCN1C[C@@H]2CCC[C@]2(NC(=O)C2[C@@H]3CCCC[C@@H]23)C1,4.794537184071822 0.0 10.216698334856808 23.671624184645573 50.484676612865414 19.634269217737724 12.654955790432378 0.0 0.0 5.907179729351506,5.316788604006331 35.980283930323054 4.794537184071822 23.671624184645573 44.94575136048208 12.654955790432378 0.0 0.0 0.0 0.0,5.316788604006331 9.694446914922299 0.0 0.0 6.578935683598497 25.33848497561191 43.43700463018821 25.55217526389912 5.538925252383345 0.0 0.0 5.907179729351506 0.0 0.0
O=C(Nc1nc2c(s1)CSCC2)[C@@H]1COCCO1,14.268263091671919 0.0 4.9839785209472085 0.0 18.277641617421104 30.890288104291876 10.571075188549761 0.0 0.0 34.137409036516694,5.316788604006331 42.56862413833256 26.44193832134472 0.0 10.571075188549761 0.0 0.0 0.0 0.0 5.131558479839333,9.473725907600098 10.111325788078153 4.9839785209472085 11.761884949391115 11.336785877934737 0.0 12.1736752296728 10.630000800448089 25.514573888387215 0.0 11.235524867587635 0.0 5.907179729351506 0.0
CCS(=O)(=O)N1CC(CNC(=O)C2Cc3ccccc3C2)C1,13.212334168400758 0.0 9.622004595302565 11.835812092322787 19.765380445542643 25.387122824484514 35.392371257240434 0.0 0.0 15.930470882759089,5.316788604006331 44.01731552946119 27.659471583331424 11.835812092322787 18.050640183084614 24.26546827384644 0.0 0.0 0.0 0.0,5.316788604006331 4.794537184071822 12.72301297562517 0.0 0.0 24.26546827384644 30.892283428936633 31.47008131006051 5.752853606746789 0.0 0.0 15.930470882759089 0.0 0.0
C(c1n[nH]c2c1CCC2)N1C[C@H]2C[C@H]1CN(C1CCCC1)C2,0.0 0.0 19.99718307830303 5.917906046161393 69.99501104761659 19.634269217737724 16.95130748139392 0.0 0.0 0.0,0.0 51.71513395433667 19.386399651764595 5.917906046161393 55.47623721894999 0.0 0.0 0.0 0.0 0.0,0.0 14.898501270001994 0.0 5.098681808301038 0.0 12.841643245852019 50.00628727541445 43.95663527679468 5.693927994848461 0.0 0.0 0.0 0.0 0.0
COc1cc(F)cc(F)c1S(=O)(=O)N=c1nc(C)[nH]n1C,21.935490033478626 0.0 14.76446326439343 11.445382975758616 11.819220675208399 7.109797541277533 35.209763771624175 0.0 5.749511833283905 10.023291153407584,10.355046408409285 30.2920577899999 17.070963136084774 18.558178881782414 5.824404497999927 21.425928605522422 0.0 0.0 0.0 8.78083009534964,4.736862953800049 9.780484743446223 8.78083009534964 13.401775505276145 4.397710993081425 0.0 6.923737199690624 19.18040611960041 7.109797541277533 17.391137172329728 10.71270431656367 0.0 15.64147460801682 0.0
N#Cc1cccc(CN2CCC3(C[C@@H]3CCO)CC2)c1,5.106527394840706 5.261891554738487 4.899909730850478 11.332896515558172 32.22804289761662 19.696394776338067 35.392371257240434 0.0 6.069221312792274 0.0,0.0 29.702831902029256 6.544756405912575 22.66400938308893 36.81018947509803 24.26546827384644 0.0 0.0 0.0 0.0,5.106527394840706 4.899909730850478 0.0 5.261891554738487 0.0 12.13273413692322 67.80188144770757 13.151638370425493 11.63267280448927 0.0 0.0 0.0 0.0 0.0
O=C(Nc1ccc[n+]([O-])c1)N1CCC(c2ccsc2)CC1,9.524944825978046 0.0 4.899909730850478 0.0 18.75954929201341 18.406301415831482 52.123618406017094 0.0 0.0 23.05528666495637,10.047196245912556 24.0205370550137 0.0 5.20725302477729 24.32300078371041 41.35291388954281 0.0 0.0 0.0 10.481923458755384,15.4239513596341 0.0 4.794537184071822 16.067193519840963 0.0 0.0 47.215860461565455 19.15587988028676 0.0 5.687386274683562 6.196843571613076 6.196843571613076 0.0 6.031114512338072
C[C@H]1CCN(S(=O)(=O)c2ccc(F)nc2F)C[C@H]1C,17.198627079678577 0.0 9.289194512243443 11.835812092322787 25.163779497825033 13.08951281182515 24.028128825317943 0.0 0.0 10.023291153407584,0.0 30.79650430839753 10.023291153407584 23.731206780717507 20.268296022307258 17.028217612440994 0.0 0.0 0.0 8.78083009534964,0.0 0.0 8.417796984328938 18.070024607593083 0.0 13.847474399381248 30.389367852172015 13.08951281182515 0.0 4.895483475517775 0.0 21.918685841802308 0.0 0.0
Cc1nnc(CNS(=O)(=O)C[C@H]2CCCC(F)(F)C2)s1,17.198627079678577 0.0 14.919458481054164 5.917906046161393 45.07430926540181 5.752853606746789 10.01524739370553 0.0 0.0 21.36007703134232,4.722094864452088 30.29054337577238 16.56804755932016 12.841643245852017 35.698533885409574 0.0 0.0 0.0 0.0 8.78083009534964,0.0 0.0 21.92072194413067 0.0 21.534149494536813 0.0 25.683286491704035 12.841643245852019 12.297610012659364 10.01524739370553 0.0 15.945820321502161 0.0 0.0
CCN1C[C@H](C)N(c2cccc(C(=O)O)n2)C[C@@H]1C,9.901064578912528 0.0 9.883888251797686 0.0 32.85489325736779 24.534178948588202 23.893029200233293 0.0 0.0 11.787168065786878,4.899909730850478 52.677671810623885 0.0 0.0 31.259676777992155 18.19910120538483 0.0 0.0 0.0 5.817862777835028,10.006437125691184 4.899909730850478 9.77851570501903 0.0 0.0 12.990104268152233 32.52496494221704 25.17319447012107 0.0 5.817862777835028 5.693927994848461 0.0 0.0 5.969305287951849
C[C@]1(C(=O)N[C@H]2CCN(C(=O)c3nc4ncccn4n3)C2)CCOC1,14.325937321943693 0.0 29.79873507866788 5.41499046939678 25.807221274690605 26.303276740850986 24.28445870968769 0.0 0.0 17.592013182622203,5.316788604006331 68.64142350336351 9.53140013787187 5.41499046939678 30.384322127614393 18.460054211687762 0.0 5.777653723919194 0.0 0.0,14.953561288656857 9.589074368143644 9.499376414562832 4.9839785209472085 5.098681808301038 0.0 25.831747514004253 38.13192274871218 12.021872433909698 0.0 0.0 11.731584227351433 11.684833453270699 0.0
C[C@@H]1CCCN(Cc2cc(-c3ccccc3)no2)[C@H]1C(=O)O,14.424159515885876 0.0 10.056572987975922 5.917906046161393 32.35197768060318 6.544756405912575 42.1584498296441 0.0 11.257379486545457 5.969305287951849,0.0 33.719002905829015 11.339293589984397 5.917906046161393 25.525627864417086 40.921297347743014 0.0 11.257379486545457 0.0 0.0,9.629622331814055 9.694446914922299 0.0 0.0 0.0 42.41223579912412 25.304305697925987 11.629818560158606 6.544756405912575 11.735768823996422 5.760247418874442 0.0 0.0 5.969305287951849
c1c(CNC2CCN(C3CCC3)CC2)nnn1-c1ccccc1,0.0 0.0 25.2105681739579 0.0 50.73254617883855 13.08951281182515 42.222606908769585 0.0 5.687386274683562 0.0,5.316788604006331 45.06697404007264 6.544756405912575 0.0 37.79803610947851 36.52867891392113 0.0 5.687386274683562 0.0 0.0,10.216698334856808 0.0 4.681802935145185 0.0 5.098681808301038 29.833307923965705 50.9055334404524 18.628438064208495 17.5781578411451 0.0 0.0 0.0 0.0 0.0
N#CCCN(Cc1ccc(Cl)cc1)C(=O)c1cc[nH]c1,4.794537184071822 5.261891554738487 9.883888251797686 0.0 12.965578028838586 6.544756405912575 58.87505878266951 0.0 6.069221312792274 17.508119619584022,0.0 22.335824387061766 6.544756405912575 11.33111286753076 22.34226179039182 42.7255224855342 5.022633313741326 0.0 0.0 0.0,9.883888251797686 4.794537184071822 0.0 5.261891554738487 0.0 23.733674027155736 23.762552697081826 30.505833268792628 18.053494427415277 0.0 0.0 0.0 5.907179729351506 0.0
Brc1ccc(CN2[C@@H]3CC[C@@H]2CCC3)[nH]1,0.0 0.0 9.883888251797686 0.0 50.73254617883855 0.0 22.42985815075556 0.0 0.0 15.929943897949348,0.0 21.96756991009361 6.544756405912575 0.0 37.79803610947851 16.7359301559071 0.0 0.0 0.0 0.0,4.9839785209472085 4.899909730850478 0.0 0.0 0.0 6.4208216229260096 53.745964526576614 24.322366059056957 4.60319601898388 0.0 0.0 0.0 0.0 0.0
O=C1C[C@@H](N[C@@H]2CC23CCC(F)(F)CC3)CCN1C1CC1,13.575367279421462 0.0 10.216698334856808 5.41499046939678 81.83544626187256 6.544756405912575 0.0 0.0 0.0 5.907179729351506,5.316788604006331 41.39989752165302 4.794537184071822 5.41499046939678 57.787394606334104 0.0 0.0 0.0 0.0 8.78083009534964,10.216698334856808 4.794537184071822 8.78083009534964 0.0 0.0 0.0 43.939920206952834 43.932743762134486 0.0 0.0 0.0 11.829708897446082 0.0 0.0
Cc1oc(C)c(C(=O)N2C[C@H]3CN(CCF)C[C@H]3C2)c1C,13.602103168799989 0.0 9.799819461700956 11.835812092322787 20.771211599071872 39.398373001837776 22.647397821142874 0.0 0.0 5.907179729351506,0.0 55.105372192890236 0.0 32.60702369139466 27.441935005214695 4.417150937053347 0.0 0.0 0.0 4.39041504767482,14.216970398754302 4.794537184071822 4.39041504767482 0.0 0.0 0.0 32.60702369139466 38.28723352125987 5.563451491696996 18.19508581002379 0.0 0.0 5.907179729351506 0.0
Oc1cc(F)cc(F)c1CN1Cc2ccccc2C1,13.887357490190345 0.0 4.899909730850478 0.0 19.634269217737724 0.0 64.72299856795243 0.0 5.749511833283905 0.0,0.0 10.006437125691184 19.634269217737724 11.63444168209179 16.690354475090988 36.39820241076966 0.0 0.0 0.0 8.78083009534964,5.106527394840706 4.899909730850478 8.78083009534964 0.0 0.0 24.26546827384644 11.126902983393991 37.330454846357945 0.0 17.383953515375694 0.0 0.0 0.0 0.0
CCO[C@H](C)COc1c(Br)cc(OC)cc1[N+](=O)[O-],19.133899910217817 0.0 0.0 0.0 19.95144078712955 20.323561470303368 26.719771921521208 0.0 11.49902366656781 21.61733017263291,9.473725907600098 31.350838906869342 4.736862953800049 10.114318268765572 13.847474399381248 16.605453652755635 0.0 0.0 0.0 5.687386274683562,14.210588861400147 10.114318268765572 0.0 0.0 0.0 0.0 35.84378536579221 6.606881964512918 28.67616156213753 12.356393797796823 0.0 5.749511833283905 0.0 5.687386274683562
CC(C)=CCN1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)c1oc(C2CC2)nc1C,9.211688121125169 0.0 15.200676855804016 11.835812092322787 45.57260172023325 19.634269217737724 28.994023972651963 0.0 0.0 5.907179729351506,5.316788604006331 41.46717802803489 0.0 18.75954929201341 54.7464602112153 16.066275573956496 0.0 0.0 0.0 0.0,9.733939541059678 9.694446914922299 4.9839785209472085 0.0 0.0 11.64912463690315 45.44866693724667 31.59401609304708 5.693927994848461 0.0 5.890723922025908 5.760247418874442 5.907179729351506 0.0
Cc1cccnc1NC(=O)N1CCOC2(CCOCC2)C1,14.268263091671919 0.0 9.883888251797686 0.0 25.36643125652633 38.22694730937024 23.893029200233293 0.0 0.0 11.8489772901731,5.316788604006331 54.42621228048334 9.473725907600098 6.923737199690624 18.405094737549014 18.3295777085363 0.0 0.0 0.0 10.61239996190685,14.373635638450576 5.316788604006331 9.77851570501903 0.0 0.0 6.06636706846161 18.55355575984923 38.79700715240351 18.75268918140918 5.817862777835028 0.0 0.0 0.0 6.031114512338072
C[C@@H]1CC[C@H](CO)CN1C(=O)c1ccccc1C(F)F,18.681894674262168 0.0 4.899909730850478 5.917906046161393 32.2326660195498 13.151638370425493 35.392371257240434 0.0 0.0 5.907179729351506,0.0 35.10709605461614 0.0 5.917906046161393 42.11226535786765 24.26546827384644 0.0 0.0 0.0 8.78083009534964,10.006437125691184 4.794537184071822 8.78083009534964 0.0 0.0 18.19910120538483 31.749653560165648 30.320382182967442 0.0 0.0 0.0 0.0 12.332624474210697 0.0
Cn1cnc(CNCc2c(Cl)nc3cc(Cl)ccn32)c1,0.0 0.0 24.252539899953895 7.04767198267719 13.08951281182515 0.0 52.41734047524494 0.0 0.0 28.849057001232758,5.316788604006331 18.935751295947565 20.13718479450234 0.0 11.387855989696922 30.853741354913915 10.175743130634118 5.647177220767728 0.0 0.0,14.28458285805948 0.0 9.967957041894417 0.0 0.0 23.20187978046503 6.06636706846161 43.61987231993143 17.715176064461463 5.647177220767728 5.153109816892792 0.0 0.0 0.0
O=S(=O)(Nc1ccc2nc(Cl)sc2c1)C1CC1,8.417796984328938 0.0 4.9839785209472085 0.0 18.091581275834194 4.722094864452088 22.665906724281925 0.0 0.0 48.86502383034376,4.722094864452088 18.65171353525832 10.023291153407584 0.0 12.841643245852019 18.19910120538483 4.466805518897096 10.216620634085363 0.0 5.687386274683562,0.0 4.722094864452088 13.401775505276145 0.0 11.336785877934737 11.600939890232516 31.04074445123685 0.0 21.1539449387511 0.0 4.466805518897096 10.023291153407584 0.0 0.0
C[C@@H](O)CN1C[C@@H]2CN(C(=O)c3cnn(C)c3C3CC3)C[C@@H]2C1,9.901064578912528 0.0 19.58030420514718 18.883484074999977 31.78725287945234 32.72378202956288 17.454223058158533 0.0 0.0 5.907179729351506,0.0 69.42175974665057 7.04767198267719 11.835812092322787 41.73520316232131 6.196843571613076 0.0 0.0 0.0 0.0,14.906346856541662 9.476340119217006 0.0 5.098681808301038 0.0 0.0 31.60119253786543 45.689360058401455 23.558189445906837 0.0 0.0 0.0 5.907179729351506 0.0
COc1ccc(Cl)c(-c2nc3c4c(ncn3n2)CCC4)c1,4.736862953800049 0.0 19.582036743811077 0.0 19.26246486877803 7.109797541277533 40.806434080436155 0.0 17.137367822980828 17.248117111000244,4.736862953800049 26.69183428508861 12.841643245852019 0.0 17.678201109471466 24.52642128014937 5.022633313741326 17.03503321046465 0.0 0.0,4.736862953800049 0.0 14.48335493551004 0.0 5.098681808301038 11.600939890232516 37.46156607416286 16.82083097824245 12.13243085501886 12.076831908048447 11.471581718767656 0.0 0.0 0.0
